,Country,Counts,Year, Quantity in Millions _x,Investment_Totals,Month,Chinese Entity, Quantity in Millions _y,Share size,Transaction Party,Sector,Subsector,Region,BRI,Iso_alpha,Investment_Count
1219,Cameroon,10,2015,2160,5,August,China Communications Construction,200,,Kribi,Transport,Shipping,Sub-Saharan Africa,1,CMR,1
1220,Cameroon,10,2015,2160,5,February,Power Construction Corp,650,,,Energy,Hydro,Sub-Saharan Africa,1,CMR,1
1221,Cameroon,10,2015,2160,5,August,China Communications Construction,700,,,Logistics,Unspecified,Sub-Saharan Africa,1,CMR,1
1222,Cameroon,10,2016,2580,7,September,China Communications Construction,120,,,Real estate,Construction,Sub-Saharan Africa,1,CMR,1
1223,Cameroon,10,2016,2580,7,January,Power Construction Corp,300,,,Energy,Hydro,Sub-Saharan Africa,1,CMR,1
1224,Cameroon,10,2017,3100,9,July,Huawei,120,,,Energy,Alternative,Sub-Saharan Africa,1,CMR,1
1225,Cameroon,10,2017,3100,9,December,Sinomach,400,,,Energy,Hydro,Sub-Saharan Africa,1,CMR,1
1226,Cameroon,10,2018,3990,10,March,Power Construction Corp,890,,EDF,Energy,Hydro,Sub-Saharan Africa,1,CMR,1
1227,Ivory Coast,10,2016,410,1,August,China Energy Engineering,410,,Starenergie 2073,Energy,Gas,Sub-Saharan Africa,1,CIV,1
1228,Ivory Coast,10,2017,760,2,November,Power Construction Corp,350,,,Energy,Hydro,Sub-Saharan Africa,1,CIV,1
1229,Ivory Coast,10,2018,2050,5,November,Weihai,230,,,Real estate,Construction,Sub-Saharan Africa,1,CIV,1
1230,Ivory Coast,10,2018,2050,5,May,State Construction Engineering,240,,,Transport,Autos,Sub-Saharan Africa,1,CIV,1
1231,Ivory Coast,10,2018,2050,5,July,Sinomach,820,,,Energy,Unspecified,Sub-Saharan Africa,1,CIV,1
1232,Ivory Coast,10,2019,2710,8,August,China Communications Construction,100,,,Other,Industry,Sub-Saharan Africa,1,CIV,1
1233,Ivory Coast,10,2019,2710,8,May,SDIC,430,,,Transport,Shipping,Sub-Saharan Africa,1,CIV,1
1234,Ivory Coast,10,2019,2710,8,January,China Communications Construction,130,,,Transport,Autos,Sub-Saharan Africa,1,CIV,1
1235,Ivory Coast,10,2020,3250,10,August,China Communications Construction,430,,,Transport,Shipping,Sub-Saharan Africa,1,CIV,1
1236,Ivory Coast,10,2020,3250,10,October,China Communications Construction,110,,,Transport,Autos,Sub-Saharan Africa,1,CIV,1
1237,Chile,9,2016,350,2,November,State Power Investment,140,,,Energy,Alternative,South America,1,CHL,1
1238,Chile,9,2016,350,2,September,Chengdu Tianqi,210,2%,Sociedad Quimica y Minera,Metals,Unspecified,South America,1,CHL,1
1239,Chile,9,2018,6790,6,January,Southern Power,1300,28%,Transelec,Energy,Unspecified,South America,1,CHL,1
1240,Chile,9,2018,6790,6,May,Chengdu Tianqi,4070,24%,Sociedad Quimica y Minera,Metals,Unspecified,South America,1,CHL,1
1241,Chile,9,2018,6790,6,June,Three Gorges,240,100%,Cornelio Brennand,Energy,Hydro,South America,1,CHL,1
1242,Chile,9,2018,6790,6,November,Chinese Academy of Sciences,830,94%,Australis Seafoods,Agriculture,Unspecified,South America,1,CHL,1
1243,Chile,9,2019,9120,8,August,Huawei,100,,,Technology,Telecom,South America,1,CHL,1
1244,Chile,9,2019,9120,8,October,State Grid,2230,,Sempra,Energy,Unspecified,South America,1,CHL,1
1245,Chile,9,2020,12150,9,November,State Grid,3030,96%,Naturgy,Energy,Unspecified,South America,1,CHL,1
1246,New Zealand,9,2014,1110,2,March,Beijing Capital,800,,Transpacific,Utilities,Unspecified,East Asia,1,NZL,1
1247,New Zealand,9,2014,1110,2,November,Yili Industrial,310,,,Agriculture,Unspecified,East Asia,1,NZL,1
1248,New Zealand,9,2015,1310,3,September,Bright Foods,200,50%,Silver Fern Farms,Agriculture,Unspecified,East Asia,1,NZL,1
1249,New Zealand,9,2016,1640,5,January,State Construction Engineering,150,,,Real estate,Construction,East Asia,1,NZL,1
1250,New Zealand,9,2016,1640,5,July,China Animal Husbandry,180,72%,Mataura Valley Milk,Agriculture,Unspecified,East Asia,1,NZL,1
1251,New Zealand,9,2017,2090,7,March,Huawei,280,,,Technology,Telecom,East Asia,1,NZL,1
1252,New Zealand,9,2017,2090,7,December,CITIC,170,,Trilogy International,Other,Consumer,East Asia,1,NZL,1
1253,New Zealand,9,2019,2490,8,March,Yili Industrial,400,100%,Westland Cooperative Dairy,Agriculture,Unspecified,East Asia,1,NZL,1
1254,New Zealand,9,2020,2620,9,September,China Communications Construction,130,,McConnell Dowell,Transport,Rail,East Asia,1,NZL,1
1255,Oman,9,2015,300,1,June,Sinolight,300,,Oman Sugar,Agriculture,Unspecified,Arab Middle East and North Africa,1,OMN,1
1256,Oman,9,2016,3170,4,June,Power Construction Corp,330,,,Energy,Gas,Arab Middle East and North Africa,1,OMN,1
1257,Oman,9,2016,3170,4,May,Power Construction Corp,2300,,"Mitsui, ACWA, DIDIC",Energy,Gas,Arab Middle East and North Africa,1,OMN,1
1258,Oman,9,2016,3170,4,May,Ningxia investors (Oman Wangfang),240,,,Other,Unspecified,Arab Middle East and North Africa,1,OMN,1
1259,Oman,9,2018,3490,5,August,CNPC,320,,Ras Markaz,Energy,Oil,Arab Middle East and North Africa,1,OMN,1
1260,Oman,9,2019,4460,6,December,State Grid,970,49%,Oman Electricity Transmission,Energy,Unspecified,Arab Middle East and North Africa,1,OMN,1
1261,Oman,9,2020,5590,9,September,Power Construction Corp,400,,,Energy,Alternative,Arab Middle East and North Africa,1,OMN,1
1262,Oman,9,2020,5590,9,August,China National Chemical Engineering-led Group,410,,Sohar Asphalt,Chemicals,Unspecified,Arab Middle East and North Africa,1,OMN,1
1263,Oman,9,2020,5590,9,February,Hunan Construction Engineering,320,,,Utilities,Unspecified,Arab Middle East and North Africa,1,OMN,1
1264,Kyrgyzstan,8,2014,3790,6,February,Shaanxi Coal and Chemical,430,100%,,Energy,Oil,West Asia,1,KGZ,1
1265,Kyrgyzstan,8,2014,3790,6,February,CNPC,1400,,,Energy,Gas,West Asia,1,KGZ,1
1266,Kyrgyzstan,8,2014,3790,6,May,Tebian Electric Apparatus,390,,,Energy,Coal,West Asia,1,KGZ,1
1267,Kyrgyzstan,8,2014,3790,6,July,Beijing Urban Construction,990,,,Transport,Aviation,West Asia,1,KGZ,1
1268,Kyrgyzstan,8,2014,3790,6,July,Sinomach,300,,,Transport,Aviation,West Asia,1,KGZ,1
1269,Kyrgyzstan,8,2014,3790,6,August,Rongsheng Heavy Industries,280,60%,New Continental Oil & Gas,Energy,Oil,West Asia,1,KGZ,1
1270,Kyrgyzstan,8,2015,4340,8,April,China Communications Construction,400,,,Transport,Autos,West Asia,1,KGZ,1
1271,Kyrgyzstan,8,2015,4340,8,January,Zijin Mining,150,60%,Kyrgyzaltyn,Metals,Unspecified,West Asia,1,KGZ,1
1272,Uganda,8,2014,920,2,December,Guangzhou Dongsong,620,100%,,Chemicals,Unspecified,Sub-Saharan Africa,1,UGA,1
1273,Uganda,8,2014,920,2,August,Sichuan Department of Agriculture,300,,,Agriculture,Unspecified,Sub-Saharan Africa,1,UGA,1
1274,Uganda,8,2015,1120,3,April,China Communications Construction,200,,,Transport,Aviation,Sub-Saharan Africa,1,UGA,1
1275,Uganda,8,2017,1620,4,July,China National Building Material,500,,,Real estate,Construction,Sub-Saharan Africa,1,UGA,1
1276,Uganda,8,2018,1730,5,August,China Railway Engineering,110,,,Real estate,Construction,Sub-Saharan Africa,1,UGA,1
1277,Uganda,8,2019,2160,7,June,Power Construction Corp,210,,,Energy,Unspecified,Sub-Saharan Africa,1,UGA,1
1278,Uganda,8,2019,2160,7,October,Sinomach,220,,,Energy,Unspecified,Sub-Saharan Africa,1,UGA,1
1279,Uganda,8,2020,2310,8,December,China Railway Construction,150,,,Transport,Autos,Sub-Saharan Africa,1,UGA,1
1280,Greece,8,2016,970,3,December,Fosun,200,,Lamda,Transport,Aviation,Europe,1,GRC,1
1281,Greece,8,2016,970,3,October,State Grid,350,24%,Public Power,Energy,Unspecified,Europe,1,GRC,1
1282,Greece,8,2016,970,3,August,China Ocean Shipping,420,51%,,Transport,Shipping,Europe,1,GRC,1
1283,Greece,8,2017,3170,5,May,"Shanghai Gongbao, KaiXinRong",560,,Forthnet,Technology,Telecom,Europe,1,GRC,1
1284,Greece,8,2017,3170,5,November,State Energy Investment,1640,75%,Copelouzos,Energy,Alternative,Europe,1,GRC,1
1285,Greece,8,2018,3510,6,November,China Nonferrous,340,,Mytilineous,Metals,Aluminum,Europe,1,GRC,1
1286,Greece,8,2019,4500,8,February,"China Energy Engineering, Zhejiang Supcon",320,,MINOS,Energy,Alternative,Europe,1,GRC,1
1287,Greece,8,2019,4500,8,September,China Ocean Shipping,670,,,Transport,Shipping,Europe,1,GRC,1
1288,Panama,7,2015,140,1,August,State Construction Engineering,140,,,Real estate,Construction,North America,1,PMH,1
1289,Panama,7,2016,1230,3,January,State Construction Engineering,190,,,Real estate,Construction,North America,1,PMH,1
1290,Panama,7,2016,1230,3,May,Shandong Landbridge,900,,,Transport,Shipping,North America,1,PMH,1
1291,Panama,7,2017,1330,4,July,China Communications Construction,100,,Jan de Nul,Transport,Shipping,North America,1,PAN L,1
1292,Panama,7,2018,2980,6,July,China Communications Construction,1520,,,Transport,Autos,North America,1,PMH,1
1293,Panama,7,2018,2980,6,May,Power Construction Corp,130,,COPISA,Utilities,Unspecified,North America,1,PAN,1
1294,Panama,7,2020,3090,7,May,China Energy Engineering,110,,Panasolar,Energy,Alternative,North America,1,PAN,1
1295,Mozambique,7,2013,400,1,December,Anhui Foreign Economic Construction,400,100%,,Metals,Unspecified,Sub-Saharan Africa,1,MOZ,1
1296,Mozambique,7,2014,1010,2,December,Sinomach,610,,,Energy,Unspecified,Sub-Saharan Africa,1,MOZ,1
1297,Mozambique,7,2015,1730,5,April,"State Construction Engineering, Anhui Foreign Economic Construction",410,,,Transport,Autos,Sub-Saharan Africa,1,MOZ,1
1298,Mozambique,7,2015,1730,5,September,China Communications Construction,120,,,Agriculture,Unspecified,Sub-Saharan Africa,1,MOZ,1
1299,Mozambique,7,2015,1730,5,July,China Communications Construction,190,,,Energy,Unspecified,Sub-Saharan Africa,1,MOZ,1
1300,Mozambique,7,2017,3050,7,June,Sinomach,1190,50%,Mota-Engil,Transport,Unspecified,Sub-Saharan Africa,1,MOZ,1
1301,Mozambique,7,2017,3050,7,March,"China Communications Construction, Power Construction Corp",130,,,Transport,Autos,Sub-Saharan Africa,1,MOZ,1
1302,Jordan,7,2013,270,1,November,Sinomach,270,,,Other,Education,Arab Middle East and North Africa,1,JOR,1
1303,Jordan,7,2014,1870,2,November,China Energy Engineering,1600,,,Energy,Oil,Arab Middle East and North Africa,1,JOR,1
1304,Jordan,7,2015,2220,3,September,Shenzhen Government,350,,,Other,Industry,Arab Middle East and North Africa,1,JOR,1
1305,Jordan,7,2016,3520,5,February,Minmetals,350,,Phosphate Mines,Chemicals,Unspecified,Arab Middle East and North Africa,1,JOR,1
1306,Jordan,7,2016,3520,5,May,"Guangdong Province, Huaneng Power",950,45%,,Energy,Oil,Arab Middle East and North Africa,1,JOR,1
1307,Jordan,7,2017,3900,6,June,Power Construction Corp,380,,,Energy,Gas,Arab Middle East and North Africa,1,JOR,1
1308,Jordan,7,2018,4400,7,July,State Development and Investment Corp,500,28%,,Chemicals,Unspecified,Arab Middle East and North Africa,1,JOR,1
1309,Portugal,7,2014,3090,3,December,Haitong Securities,470,,Novo Banco,Finance,Investment,Europe,1,PUH,1
1310,Portugal,7,2014,3090,3,January,Fosun,2030,80%,Caixa Geral,Finance,Unspecified,Europe,1,PAIXL,1
1311,Portugal,7,2014,3090,3,October,Fosun,590,96%,Espirito Santo Saude,Health,Unspecified,Europe,1,PSPIE,1
1312,Portugal,7,2015,3680,4,December,"SAFE, China Reform Holdings",590,5%,Energias de Portugal,Energy,Unspecified,Europe,1,HRV,1
1313,Portugal,7,2016,3860,5,November,Fosun,180,17%,Banco Comercial Portugues,Finance,Banking,Europe,1,PANCS,1
1314,Portugal,7,2017,4430,7,February,Three Gorges,260,49%,EDP,Energy,Alternative,Europe,1,PUH,1
1315,Portugal,7,2017,4430,7,February,Fosun,310,7%,Banco Comercial Portugues,Finance,Banking,Europe,1,PANCS,1
1316,Bosnia,7,2015,460,1,October,Dongfang Electric,460,,,Energy,Coal,Europe,1,BIH,1
1317,Bosnia,7,2017,1100,2,November,Shandong Gaosu,640,,,Transport,Autos,Europe,1,BIH,1
1318,Bosnia,7,2018,1410,3,January,"China Poly, Sinomach",310,51%,,Energy,Coal,Europe,1,BIH,1
1319,Bosnia,7,2019,1510,4,June,"State Construction Engineering, Power Construction Corp, China Communications Construction",100,90%,Autoceste,Transport,Autos,Europe,1,BIH,1
1320,Bosnia,7,2020,1960,7,June,China Energy Engineering,120,,EPBiH,Energy,Coal,Europe,1,BIH,1
1321,Bosnia,7,2020,1960,7,May,China Energy Engineering,220,,,Energy,Hydro,Europe,1,BIH,1
1322,Bosnia,7,2020,1960,7,April,"Sinomach, China Nonferrous",110,,M.T. Abraham,Metals,Aluminum,Europe,1,BIH,1
1323,Namibia,7,2013,300,1,November,China Communications Construction,300,,,Logistics,Unspecified,Sub-Saharan Africa,1,NAM,1
1324,Namibia,7,2014,2770,4,January,China National Nuclear,190,25%,Langer Heinrich,Metals,Unspecified,Sub-Saharan Africa,1,NAM,1
1325,Namibia,7,2014,2770,4,August,China General Nuclear,1920,90%,,Metals,Unspecified,Sub-Saharan Africa,1,NAM,1
1326,Namibia,7,2014,2770,4,October,China Communications Construction,360,,,Transport,Shipping,Sub-Saharan Africa,1,NAM,1
1327,Namibia,7,2015,3040,5,October,"Shanxi Building Material, Asian and African Business Management",270,,,Real estate,Construction,Sub-Saharan Africa,1,NAM,1
1328,Namibia,7,2018,3150,6,November,China National Nuclear,110,69%,Rio Tinto,Metals,Unspecified,Sub-Saharan Africa,1,NAM,1
1329,Namibia,7,2020,3250,7,January,West China Cement,100,,Ohorongo Cement,Real estate,Construction,Sub-Saharan Africa,1,NAM,1
1330,South Africa,7,2013,110,1,November,Shanghai Zendai,110,,AECI,Real estate,Property,Sub-Saharan Africa,1,ZAF,1
1331,South Africa,7,2014,340,2,November,Hebei Zhongbo Platinum,230,100%,Platinum Group Metal,Metals,Unspecified,Sub-Saharan Africa,1,ZAF,1
1332,South Africa,7,2015,830,4,December,Qingdao Hengshun,110,34%,Coal of Africa,Energy,Coal,Sub-Saharan Africa,1,ZAF,1
1333,South Africa,7,2015,830,4,March,Guodian,380,,,Energy,Alternative,Sub-Saharan Africa,1,ZAF,1
1334,South Africa,7,2016,1350,5,August,Beijing Auto,520,65%,Industrial Development Co,Transport,Autos,Sub-Saharan Africa,1,ZAF,1
1335,South Africa,7,2017,2580,6,October,China Minsheng Investment,1230,,VINCI,Real estate,Construction,Sub-Saharan Africa,1,ZAF,1
1336,South Africa,7,2018,3910,7,March,Sinopec,1330,100%,Chevron,Energy,Oil,Sub-Saharan Africa,1,ZAF,1
1337,Maldives,6,2014,400,1,September,Beijing Urban Construction,400,,,Transport,Aviation,West Asia,1,MDV,1
1338,Maldives,6,2015,730,3,November,China Communications Construction,140,,,Transport,Autos,West Asia,1,MDV,1
1339,Maldives,6,2015,730,3,November,Sinomach,190,,,Real estate,Construction,West Asia,1,MDV,1
1340,Maldives,6,2016,880,4,December,China Railway Engineering,150,,,Transport,Aviation,West Asia,1,MDV,1
1341,Maldives,6,2017,1230,6,November,State Construction Engineering,240,,,Real estate,Construction,West Asia,1,MDV,1
1342,Maldives,6,2017,1230,6,December,Tempus,110,20%,Trans Maldivian Airways,Transport,Aviation,West Asia,1,MDV,1
1343,Rwanda,6,2015,460,2,May,CITIC,120,80%,International Finance Corporation,Real estate,Property,Sub-Saharan Africa,1,RWA,1
1344,Rwanda,6,2015,460,2,November,"Sinopec, Jiangxi Water",340,,,Energy,Hydro,Sub-Saharan Africa,1,RWA,1
1345,Rwanda,6,2017,710,4,April,China Railway Construction,150,,,Real estate,Construction,Sub-Saharan Africa,1,RWA,1
1346,Rwanda,6,2017,710,4,June,China Communications Construction,100,,,Transport,Autos,Sub-Saharan Africa,1,RWA,1
1347,Rwanda,6,2018,840,5,July,Power Construction Corp,130,,,Transport,Autos,Sub-Saharan Africa,1,RWA,1
1348,Rwanda,6,2020,1050,6,May,Power Construction Corp,210,,Rwanda Energy,Energy,Hydro,Sub-Saharan Africa,1,RWA,1
1349,Belarus,6,2014,340,1,April,China Energy Engineering,340,,Grodnoernergo,Energy,Unspecified,Europe,1,BLR,1
1350,Belarus,6,2015,940,4,March,CITIC,300,,,Transport,Autos,Europe,1,BLR,1
1351,Belarus,6,2015,940,4,November,China Merchants,140,100%,,Logistics,Unspecified,Europe,1,BLR,1
1352,Belarus,6,2015,940,4,May,Geely Auto,160,48%,BELGEE Plant,Transport,Autos,Europe,1,BLR,1
1353,Belarus,6,2016,1790,5,November,CITIC,850,,,Agriculture,Unspecified,Europe,1,BLR,1
1354,Belarus,6,2018,1890,6,July,China Energy Engineering,100,,,Real estate,Construction,Europe,1,BLR,1
1355,Senegal,6,2015,1830,2,August,Western Power,570,,Africa Energy,Energy,Unspecified,Sub-Saharan Africa,1,SEN,1
1356,Senegal,6,2015,1830,2,December,China Railway Construction,1260,,,Transport,Rail,Sub-Saharan Africa,1,SEN,1
1357,Senegal,6,2016,2530,3,January,China Communications Construction,700,,,Transport,Autos,Sub-Saharan Africa,1,SEN,1
1358,Senegal,6,2017,3610,4,February,China Communications Construction,1080,,,Transport,Autos,Sub-Saharan Africa,1,SEN,1
1359,Senegal,6,2018,4080,5,March,Power Construction Corp,470,,,Transport,Autos,Sub-Saharan Africa,1,SEN,1
1360,Senegal,6,2019,4180,6,September,China Communications Construction,100,,,Transport,Autos,Sub-Saharan Africa,1,SEN,1
1361,Luxembourg,5,2013,220,1,December,Henan Civil Aviation,220,35%,Cargolux Airlines,Transport,Aviation,Europe,1,LARGS,1
1362,Luxembourg,5,2015,350,2,October,China Minsheng Investment,130,34%,Luxaviation,Transport,Aviation,Europe,1,LUX,1
1363,Luxembourg,5,2016,2450,3,June,Shandong Heavy,2100,,DH Services,Logistics,Unspecified,Europe,1,LMH,1
1364,Luxembourg,5,2017,4210,4,August,Legend,1760,90%,Qatar royal family,Finance,Banking,Europe,1,LUX,1
1365,Luxembourg,5,2018,4680,5,July,Southern Power,470,25%,,Utilities,Unspecified,Europe,1,LMH,1
1366,Georgia,5,2015,100,1,October,Power Construction Corp,100,,,Transport,Autos,West Asia,1,GEO,1
1367,Georgia,5,2016,260,2,September,China National Chemical Engineering,160,,Georgian Oil and Gas,Energy,Gas,West Asia,1,GEO,1
1368,Georgia,5,2017,510,3,November,Dongfang Electric,250,,,Energy,Coal,West Asia,1,GEO,1
1369,Georgia,5,2019,1020,5,August,State Construction Engineering,120,,,Transport,Autos,West Asia,1,GEO,1
1370,Georgia,5,2019,1020,5,September,China Railway Construction,390,,,Transport,Autos,West Asia,1,GEO,1
1371,Trinidad-Tobago,5,2014,100,1,December,Power Construction Corp,100,,,Utilities,Unspecified,North America,1,TUI,1
1372,Trinidad-Tobago,5,2015,330,2,May,China Railway Construction,230,,,Health,Unspecified,North America,1,THI,1
1373,Trinidad-Tobago,5,2018,650,4,November,Beijing Construction Engineering,100,,,Other,Industry,North America,1,TOI,1
1374,Trinidad-Tobago,5,2018,650,4,January,China Railway Construction,220,,,Transport,Autos,North America,1,TTI,1
1375,Trinidad-Tobago,5,2019,810,5,May,Shanghai Construction,160,,,Health,Unspecified,North America,1,THI,1
1376,Equatorial Guinea,5,2013,480,2,December,China Communications Construction,350,,,Transport,Autos,Sub-Saharan Africa,1,GNQ,1
1377,Equatorial Guinea,5,2013,480,2,November,Sinomach,130,,,Utilities,Unspecified,Sub-Saharan Africa,1,GNQ,1
1378,Equatorial Guinea,5,2014,1280,5,March,China Energy Engineering,390,,,Utilities,Unspecified,Sub-Saharan Africa,1,GNQ,1
1379,Equatorial Guinea,5,2014,1280,5,March,Weihai,200,,,Transport,Aviation,Sub-Saharan Africa,1,GNQ,1
1380,Equatorial Guinea,5,2014,1280,5,November,State Construction Engineering,210,,,Tourism,Unspecified,Sub-Saharan Africa,1,GNQ,1
1381,Morocco,4,2017,870,3,August,"China Railway Engineering, Power Construction Corp",230,,ONEE,Energy,Alternative,Arab Middle East and North Africa,1,MAR,1
1382,Morocco,4,2017,870,3,July,"Nantong, China Railway Construction",390,,,Real estate,Construction,Arab Middle East and North Africa,1,MAR,1
1383,Morocco,4,2017,870,3,May,Sinomach,250,,,Transport,Autos,Arab Middle East and North Africa,1,MAR,1
1384,Morocco,4,2019,1260,4,June,CITIC,390,,,Transport,Autos,Arab Middle East and North Africa,1,MAR,1
1385,South Sudan,4,2014,2200,2,December,Shandong Gaosu,2100,,,Transport,Autos,Sub-Saharan Africa,1,SSD,1
1386,South Sudan,4,2014,2200,2,April,China Communications Construction,100,,,Agriculture,Unspecified,Sub-Saharan Africa,1,SSD,1
1387,South Sudan,4,2015,2580,3,October,Sinosteel,380,,Sudar,Energy,Oil,Sub-Saharan Africa,1,SSD,1
1388,South Sudan,4,2018,2790,4,January,China Communications Construction,210,,,Transport,Aviation,Sub-Saharan Africa,1,SSD,1
1389,Sierra Leone,4,2014,710,1,March,Tidfore Heavy,710,,,Transport,Shipping,Sub-Saharan Africa,1,SLE,1
1390,Sierra Leone,4,2015,1480,2,April,Shandong Iron,770,75%,African Minerals,Metals,Steel,Sub-Saharan Africa,1,SLE,1
1391,Sierra Leone,4,2016,1640,3,August,China Railway Engineering,160,,,Transport,Autos,Sub-Saharan Africa,1,SLE,1
1392,Sierra Leone,4,2018,1940,4,July,Power Construction Corp,300,,,Metals,Steel,Sub-Saharan Africa,1,SLE,1
1393,Niger,4,2015,140,1,August,Sinoma,140,,Dangote,Real estate,Construction,Sub-Saharan Africa,1,NER,1
1394,Niger,4,2019,2930,3,September,CNPC,2620,,,Energy,Oil,Sub-Saharan Africa,1,NER,1
1395,Niger,4,2019,2930,3,March,China Energy Engineering,170,,,Energy,Hydro,Sub-Saharan Africa,1,NER,1
1396,Niger,4,2020,3040,4,September,China Energy Engineering,110,,,Energy,Hydro,Sub-Saharan Africa,1,NER,1
1397,Hungary,4,2017,210,1,January,Ex-Im Bank,210,,Invitel Group,Technology,Telecom,Europe,1,HUN,1
1398,Hungary,4,2019,1360,3,June,China Railway Engineering,1040,50%,Opus Global,Transport,Rail,Europe,1,HUN,1
1399,Hungary,4,2019,1360,3,June,Genertec,110,,,Energy,Alternative,Europe,1,HUN,1
1400,Hungary,4,2020,2400,4,April,China Railway Engineering,1040,50%,,Transport,Rail,Europe,1,HUN,1
1401,Czech Republic,4,2015,200,2,September,CEFC,100,5%,J&T Finance,Finance,Investment,Europe,1,CZE,1
1402,Czech Republic,4,2015,200,2,May,CEFC,100,5%,J&T Finance,Finance,Investment,Europe,1,CZE,1
1403,Czech Republic,4,2016,510,3,November,CEFC,310,,Penta,Real estate,Property,Europe,1,CZE,1
1404,Czech Republic,4,2018,860,4,May,CITIC,350,,J&T,Finance,Investment,Europe,1,CZE,1
1405,Jamaica,4,2014,730,1,December,China Communications Construction,730,,,Transport,Autos,North America,1,JAM,1
1406,Jamaica,4,2016,1380,3,December,China Communications Construction,350,,,Transport,Autos,North America,1,JAM,1
1407,Jamaica,4,2016,1380,3,July,Jiquan Iron and Steel,300,100%,Alumina Partners,Metals,Unspecified,North America,1,JAM,1
1408,Jamaica,4,2017,2140,4,February,Power Construction Corp,760,,,Energy,Oil,North America,1,JAM,1
1409,Madagascar,4,2015,140,1,November,China Communications Construction,140,,,Transport,Autos,Sub-Saharan Africa,1,MDG,1
1410,Madagascar,4,2016,410,2,January,Power Construction Corp,270,,,Energy,Hydro,Sub-Saharan Africa,1,MDG,1
1411,Madagascar,4,2019,1790,4,May,China Communications Construction,160,,,Transport,Autos,Sub-Saharan Africa,1,MDG,1
1412,Madagascar,4,2019,1790,4,January,China Communications Construction,1220,,,Transport,Shipping,Sub-Saharan Africa,1,MDG,1
1413,Mali,3,2015,1690,3,August,Sinoma,120,,Dangote,Real estate,Construction,Sub-Saharan Africa,1,MLI,1
1414,Mali,3,2015,1690,3,November,China Railway Construction,1460,,,Transport,Rail,Sub-Saharan Africa,1,MLI,1
1415,Mali,3,2015,1690,3,February,Sinomach,110,,,Energy,Unspecified,Sub-Saharan Africa,1,MLI,1
1416,Chad,3,2014,130,1,January,Sinomach,130,,,Energy,Unspecified,Sub-Saharan Africa,1,TCD,1
1417,Chad,3,2016,240,2,September,CEFC,110,35%,Taiwan Petroleum Corp,Energy,Oil,Sub-Saharan Africa,1,TCD,1
1418,Chad,3,2017,550,3,March,China Energy Engineering,310,,,Energy,Oil,Sub-Saharan Africa,1,TCD,1
1419,Macedonia,3,2013,370,1,November,Power Construction Corp,370,51%,,Transport,Autos,Europe,1,MDH,1
1420,Macedonia,3,2014,490,2,December,Power Construction Corp,120,51%,,Transport,Autos,Europe,1,MDH,1
1421,Macedonia,3,2019,650,3,April,Sinomach,160,,Limak,Real estate,Construction,Europe,1,MKD,1
1422,Barbados,3,2015,170,1,December,State Development and Investment Corp,170,,,Tourism,Unspecified,North America,1,BRB,1
1423,Barbados,3,2017,490,3,January,Beijing Urban Construction,200,,,Tourism,Unspecified,North America,1,BRB,1
1424,Barbados,3,2017,490,3,March,State Development and Investment Corp,120,,,Transport,Aviation,North America,1,BRB,1
1425,Croatia,3,2014,130,1,September,China National Building Material,130,,,Logistics,Unspecified,Europe,1,HRV,1
1426,Croatia,3,2018,690,3,April,China Communications Construction,340,,,Transport,Autos,Europe,1,HRV,1
1427,Croatia,3,2018,690,3,February,Norinco,220,76%,Enerjia Projekt,Energy,Alternative,Europe,1,HRV,1
1428,Benin,3,2014,640,1,December,China Gansu International Corp for Economic and Technical Cooperation,640,,,Transport,Shipping,Sub-Saharan Africa,1,BEN,1
1429,Benin,3,2015,800,2,December,Power Construction Corp,160,,Benin Electric,Energy,Hydro,Sub-Saharan Africa,1,BEN,1
1430,Benin,3,2019,2180,3,September,CNPC,1380,,,Energy,Oil,Sub-Saharan Africa,1,BEN,1
1431,Guyana,3,2018,930,1,May,CNOOC,930,25%,Exxon,Energy,Oil,South America,1,GUY,1
1432,Guyana,3,2019,1330,2,December,CNOOC,400,25%,Exxon and Hess,Energy,Oil,South America,1,GUY,1
1433,Guyana,3,2020,1570,3,June,Zijin Mining,240,,Guyana Goldfields,Metals,Unspecified,South America,1,GUY,1
1434,Brunei,3,2014,3440,1,December,Zhejiang Hengyi,3440,70%,,Energy,Oil,East Asia,1,BRN,1
1435,Brunei,3,2015,3970,3,September,State Construction Engineering,330,,,Transport,Autos,East Asia,1,BRN,1
1436,Brunei,3,2015,3970,3,May,China Communications Construction,200,,,Transport,Autos,East Asia,1,BRN,1
1437,Slovenia,3,2017,1840,2,December,State Construction Engineering,790,,,Transport,Aviation,Europe,1,SEH,1
1438,Slovenia,3,2017,1840,2,January,Zhejiang Jinke,1050,,Outfit7,Entertainment,Unspecified,Europe,1,SEH,1
1439,Slovenia,3,2018,2180,3,May,Hisense Group,340,100%,Gorenje,Other,Consumer,Europe,1,SEH,1
1440,Cuba,2,2014,100,1,February,China Communications Construction,100,,,Transport,Shipping,North America,1,CUB,1
1441,Cuba,2,2018,240,2,October,Power Construction Corp,140,,,Energy,Alternative,North America,1,CUB,1
1442,Romania,2,2013,540,1,November,Ming Yan,540,,Speranta & Succesul,Energy,Alternative,Europe,1,OMN,1
1443,Romania,2,2014,810,2,September,Sinomach,270,,,Energy,Coal,Europe,1,OMN,1
