,Country,Counts,Year, Quantity in Millions _x,Investment_Totals,Month,Chinese Entity, Quantity in Millions _y,Share size,Transaction Party,Sector,Subsector,Region,BRI,Iso_alpha,Investment_Count
990,Egypt,17,2016,4120,6,June,Sinoma,1190,,,Real estate,Construction,Arab Middle East and North Africa,1,EGY,1
991,Egypt,17,2016,4120,6,March,"State Grid, Power Construction Corp",780,,,Energy,Unspecified,Arab Middle East and North Africa,1,EGY,1
992,Egypt,17,2017,7750,9,August,"AVIC, China Railway Engineering",1240,,,Transport,Rail,Arab Middle East and North Africa,1,EGY,1
993,Egypt,17,2017,7750,9,May,Sinomach,400,,,Agriculture,Unspecified,Arab Middle East and North Africa,1,EGY,1
994,Egypt,17,2017,7750,9,October,Power Construction Corp,1990,,Sokhna Refinery and Petrochemicals ,Energy,Oil,Arab Middle East and North Africa,1,EGY,1
995,Egypt,17,2018,12320,14,September,State Construction Engineering,3450,,,Real estate,Construction,Arab Middle East and North Africa,1,EGY,1
996,Egypt,17,2018,12320,14,September,Minmetals,670,,,Other,Textiles,Arab Middle East and North Africa,1,EGY,1
997,Egypt,17,2018,12320,14,August,China National Building Material,180,,,Other,Industry,Arab Middle East and North Africa,1,EGY,1
998,Egypt,17,2018,12320,14,January,Zhejiang Chint,150,,ACWA,Energy,Alternative,Arab Middle East and North Africa,1,EGY,1
999,Egypt,17,2018,12320,14,March,China Communications Construction,120,,,Logistics,Unspecified,Arab Middle East and North Africa,1,EGY,1
1000,Egypt,17,2019,14010,16,July,"State Construction Engineering, Wengfu",840,,,Chemicals,Unspecified,Arab Middle East and North Africa,1,EGY,1
1001,Egypt,17,2019,14010,16,December,"State Construction Engineering, Wengfu",850,,,Chemicals,Unspecified,Arab Middle East and North Africa,1,EGY,1
1002,Egypt,17,2020,14300,17,January,China Energy Engineering,290,,,Energy,Alternative,Arab Middle East and North Africa,1,EGY,1
1003,Myanmar,16,2013,300,2,October,Zongshen Industrial,100,100%,,Metals,Steel,East Asia,1,MMR,1
1004,Myanmar,16,2013,300,2,December,CITIC,200,,Siam Cement,Real estate,Construction,East Asia,1,MMR,1
1005,Myanmar,16,2014,670,3,October,CNOOC,370,,PTTEP,Energy,Oil,East Asia,1,MMR,1
1006,Myanmar,16,2016,3320,8,October,China Communications Construction,120,,,Transport,Autos,East Asia,1,MMR,1
1007,Myanmar,16,2016,3320,8,May,Power Construction Corp,130,,,Energy,Gas,East Asia,1,MMR,1
1008,Myanmar,16,2016,3320,8,April,Zhuhai Zhenrong,2100,70%,,Energy,Oil,East Asia,1,MMR,1
1009,Myanmar,16,2016,3320,8,February,China Energy Engineering,100,,,Energy,Gas,East Asia,1,MMR,1
1010,Myanmar,16,2016,3320,8,January,Sino Great Wall,200,,Maha Land,Real estate,Construction,East Asia,1,MMR,1
1011,Myanmar,16,2017,3450,9,November,State Grid,130,,,Energy,Unspecified,East Asia,1,MMR,1
1012,Myanmar,16,2018,5060,13,December,Power Construction Corp,170,,Supreme,Energy,Gas,East Asia,1,MMR,1
1013,Myanmar,16,2018,5060,13,November,CITIC-led consortium,910,70%,,Transport,Shipping,East Asia,1,MMR,1
1014,Myanmar,16,2018,5060,13,January,"Sinomach, Shanghai Electric",380,,Eco Friendly Tower Company,Technology,Telecom,East Asia,1,MMR,1
1015,Myanmar,16,2018,5060,13,January,Power Construction Corp,150,,A1 Group,Transport,Rail,East Asia,1,MMR,1
1016,Myanmar,16,2019,5420,15,March,State Construction Engineering,150,,,Real estate,Construction,East Asia,1,MMR,1
1017,Myanmar,16,2019,5420,15,October,Sinomach,210,,,Transport,Shipping,East Asia,1,MMR,1
1018,Myanmar,16,2020,5700,16,June,China Energy Engineering,280,70%,,Real estate,Construction,East Asia,1,MMR,1
1019,Zimbabwe,16,2014,780,2,September,Power Construction Corp,530,,,Energy,Hydro,Sub-Saharan Africa,1,ZWE,1
1020,Zimbabwe,16,2014,780,2,March,Zhenfa New Energy Science,250,100%,,Energy,Alternative,Sub-Saharan Africa,1,ZWE,1
1021,Zimbabwe,16,2015,4090,6,October,Zhejiang Chint,100,,,Energy,Alternative,Sub-Saharan Africa,1,ZWE,1
1022,Zimbabwe,16,2015,4090,6,December,MCC,180,,Zimbabwe Power,Energy,Alternative,Sub-Saharan Africa,1,ZWE,1
1023,Zimbabwe,16,2015,4090,6,July,State Construction Engineering,1100,,,Energy,Coal,Sub-Saharan Africa,1,ZWE,1
1024,Zimbabwe,16,2015,4090,6,April,China Railway Construction,1930,,,Real estate,Construction,Sub-Saharan Africa,1,ZWE,1
1025,Zimbabwe,16,2016,4690,7,July,Power Construction Corp,600,,,Energy,Hydro,Sub-Saharan Africa,1,ZWE,1
1026,Zimbabwe,16,2017,4840,8,December,Sinomach,150,,,Energy,Unspecified,Sub-Saharan Africa,1,ZWE,1
1027,Zimbabwe,16,2018,7690,13,December,Sunny Yi Feng,120,100%,,Other,Industry,Sub-Saharan Africa,1,ZWE,1
1028,Zimbabwe,16,2018,7690,13,November,Shanghai Construction,110,,,Real estate,Construction,Sub-Saharan Africa,1,ZWE,1
1029,Zimbabwe,16,2018,7690,13,June,Power Construction Corp,1490,,Zesa,Energy,Coal,Sub-Saharan Africa,1,ZWE,1
1030,Zimbabwe,16,2018,7690,13,May,Sinosteel,980,,,Energy,Gas,Sub-Saharan Africa,1,ZWE,1
1031,Zimbabwe,16,2018,7690,13,April,Jiangsu International,150,,,Transport,Aviation,Sub-Saharan Africa,1,ZWE,1
1032,Zimbabwe,16,2019,8130,15,March,Power Construction Corp,240,,,Utilities,Unspecified,Sub-Saharan Africa,1,ZWE,1
1033,Zimbabwe,16,2019,8130,15,July,China Energy Engineering,200,,,Energy,Alternative,Sub-Saharan Africa,1,ZWE,1
1034,Zimbabwe,16,2020,8760,16,March,Power Construction Corp,630,,,Energy,Coal,Sub-Saharan Africa,1,ZWE,1
1035,Guinea,15,2013,450,1,October,Chinalco,450,,,Metals,Steel,Sub-Saharan Africa,1,GIN,1
1036,Guinea,15,2014,2960,3,May,Hongqiao-led Unit,510,,,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1037,Guinea,15,2014,2960,3,November,Dreal,2000,100%,,Real estate,Property,Sub-Saharan Africa,1,GIN,1
1038,Guinea,15,2015,4580,5,July,Huawei,240,,,Technology,Telecom,Sub-Saharan Africa,1,GIN,1
1039,Guinea,15,2015,4580,5,September,Three Gorges,1380,,,Energy,Hydro,Sub-Saharan Africa,1,GIN,1
1040,Guinea,15,2016,5350,6,October,China Communications Construction,770,,,Transport,Shipping,Sub-Saharan Africa,1,GIN,1
1041,Guinea,15,2018,6350,9,January,Chinalco,160,85%,Boffa,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1042,Guinea,15,2018,6350,9,February,Chinalco,430,,Boffa,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1043,Guinea,15,2018,6350,9,March,China Communications Construction,410,,,Transport,Autos,Sub-Saharan Africa,1,GIN,1
1044,Guinea,15,2019,10030,14,March,Power Construction Corp,810,,,Energy,Hydro,Sub-Saharan Africa,1,GIN,1
1045,Guinea,15,2019,10030,14,November,Tebian Electric Apparatus,830,,,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1046,Guinea,15,2019,10030,14,April,China Railway Construction,1420,,,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1047,Guinea,15,2019,10030,14,April,Tebian Electric Apparatus,120,55%,,Energy,Hydro,Sub-Saharan Africa,1,GIN,1
1048,Guinea,15,2019,10030,14,March,China Railway Construction,500,,,Transport,Rail,Sub-Saharan Africa,1,GIN,1
1049,Guinea,15,2020,10760,15,January,China Nonferrous,730,,Eurasian Resources,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1050,South Korea,15,2013,980,1,November,Shanghai Greenland,980,41%,,Tourism,Unspecified,East Asia,1,KOR,1
1051,South Korea,15,2014,2580,3,February,Anhui Landing,1100,50%,Genting Singapore,Tourism,Unspecified,East Asia,1,KOR,1
1052,South Korea,15,2014,2580,3,March,Tencent,500,28%,CJ Games,Entertainment,Unspecified,East Asia,1,KOR,1
1053,South Korea,15,2015,7240,7,October,China Mobile,280,40%,KT Net,Technology,Telecom,East Asia,1,KOR,1
1054,South Korea,15,2015,7240,7,May,Jumei,130,,It's Skin,Other,Consumer,East Asia,1,KOR,1
1055,South Korea,15,2015,7240,7,February,Anbang,1030,63%,Tong Yang Life,Finance,Unspecified,East Asia,1,KOR,1
1056,South Korea,15,2015,7240,7,January,Shanghai Greenland,3220,,,Real estate,Property,East Asia,1,KOR,1
1057,South Korea,15,2016,7920,9,November,Anbang,260,4%,Woori Bank,Finance,Banking,East Asia,1,KOR,1
1058,South Korea,15,2016,7920,9,November,Anhui Landing,420,,,Tourism,Unspecified,East Asia,1,KOR,1
1059,South Korea,15,2017,8490,12,February,ChinaNetCenter,190,98%,CDNetworks,Technology,Telecom,East Asia,1,KOR,1
1060,South Korea,15,2017,8490,12,February,Alibaba,200,,Kakao,Other,Consumer,East Asia,1,KOR,1
1061,South Korea,15,2017,8490,12,September,China Aerospace Science and Technology,180,,Arae Auto,Transport,Autos,East Asia,1,KOR,1
1062,South Korea,15,2018,9700,14,October,State Construction Engineering,610,,Lotte,Real estate,Construction,East Asia,1,KOR,1
1063,South Korea,15,2018,9700,14,March,Qingdao Doublestar,600,45%,Kumho Tire,Transport,Autos,East Asia,1,KOR,1
1064,South Korea,15,2020,10460,15,June,Shanshan Technology,760,70%,LG,Technology,Unspecified,East Asia,1,KOR,1
1065,Israel,14,2014,2610,3,May,Bright Foods,1560,78%,Tnuva,Agriculture,Unspecified,Arab Middle East and North Africa,1,ISR,1
1066,Israel,14,2014,2610,3,September,China Communications Construction,950,,,Transport,Shipping,Arab Middle East and North Africa,1,ISR,1
1067,Israel,14,2014,2610,3,October,"Baidu, Ping An, Qihoo",100,,Viola Group,Finance,Unspecified,Arab Middle East and North Africa,1,ISR,1
1068,Israel,14,2015,2710,4,January,"Tencent, Renren",100,,Singulariteam,Technology,Unspecified,Arab Middle East and North Africa,1,ISR,1
1069,Israel,14,2016,8920,8,December,Huawei,150,,Toga Networks,Technology,Telecom,Arab Middle East and North Africa,1,ISR,1
1070,Israel,14,2016,8920,8,July,Alpha Frontier,4400,,Playtika,Entertainment,Unspecified,Arab Middle East and North Africa,1,ISR,1
1071,Israel,14,2016,8920,8,July,ChemChina,1400,40%,Adama Agricultural Solutions,Agriculture,Unspecified,Arab Middle East and North Africa,1,ISR,1
1072,Israel,14,2016,8920,8,April,Power Construction Corp,260,,Tahal,Energy,Hydro,Arab Middle East and North Africa,1,ISR,1
1073,Israel,14,2017,9260,10,November,"Shenzhen Metro, China Railway Construction",170,,,Transport,Rail,Arab Middle East and North Africa,1,ISR,1
1074,Israel,14,2017,9260,10,February,Guangdong Midea,170,,Servotronix,Other,Industry,Arab Middle East and North Africa,1,ISR,1
1075,Israel,14,2018,10070,12,September,Venus Medtech,100,100%,Keystone Heart,Health,Unspecified,Arab Middle East and North Africa,1,ISR,1
1076,Israel,14,2018,10070,12,February,China Railway Engineering,710,,,Transport,Rail,Arab Middle East and North Africa,1,ISR,1
1077,Israel,14,2019,10850,14,September,State Construction Engineering,520,,,Transport,Rail,Arab Middle East and North Africa,1,ISR,1
1078,Israel,14,2019,10850,14,July,China Communications Construction,260,49%,Mivtach Shamir Holdings and Rapac Energy,Energy,Gas,Arab Middle East and North Africa,1,ISR,1
1079,Peru,14,2013,2890,1,November,CNPC,2890,,Petrobras,Energy,Unspecified,South America,1,PER,1
1080,Peru,14,2014,9880,2,April,"Minmetals, Suzhou Guoxin, CITIC",6990,"63, 22, 15%",Glencore,Metals,Copper,South America,1,PER,1
1081,Peru,14,2017,10710,5,November,Three Gorges,220,50%,,Energy,Hydro,South America,1,PER,1
1082,Peru,14,2017,10710,5,November,Three Gorges,110,25%,,Energy,Hydro,South America,1,PER,1
1083,Peru,14,2017,10710,5,March,Shougang,500,,Hierro,Metals,Steel,South America,1,PER,1
1084,Peru,14,2018,16130,9,June,Chinalco,1300,,,Metals,Copper,South America,1,PER,1
1085,Peru,14,2018,16130,9,November,Zhongrong Xinda,2360,,Pampa de Pongo,Metals,Steel,South America,1,PER,1
1086,Peru,14,2018,16130,9,August,Three Gorges,1390,,Odebrecht,Energy,Hydro,South America,1,PER,1
1087,Peru,14,2018,16130,9,November,China Railway Construction,370,,,Transport,Autos,South America,1,PER,1
1088,Peru,14,2019,20060,12,January,China Ocean Shipping,230,60%,Volcan,Logistics,Unspecified,South America,1,PER,1
1089,Peru,14,2019,20060,12,January,Fosun,110,51%,La Positiva Seguros y Reaseguros,Finance,Unspecified,South America,1,PER,1
1090,Peru,14,2019,20060,12,September,Three Gorges,3590,84%,Luz del Sur,Energy,Unspecified,South America,1,PER,1
1091,Peru,14,2020,20960,14,March,China Railway Engineering,120,,,Other,Unspecified,South America,1,PER,1
1092,Peru,14,2020,20960,14,April,China Ocean Shipping,780,60%,,Transport,Shipping,South America,1,PER,1
1093,Mongolia,13,2015,3440,3,May,Zhongrun Resources,1940,,,Metals,Steel,East Asia,1,MNG,1
1094,Mongolia,13,2015,3440,3,September,Power Construction Corp,510,,Firebird,Energy,Coal,East Asia,1,MNG,1
1095,Mongolia,13,2015,3440,3,December,China National Nuclear,990,,,Energy,Coal,East Asia,1,MNG,1
1096,Mongolia,13,2016,3650,5,August,China Railway Engineering,110,,,Other,Education,East Asia,1,MNG,1
1097,Mongolia,13,2016,3650,5,August,China Energy Engineering,100,100%,,Energy,Hydro,East Asia,1,MNG,1
1098,Mongolia,13,2017,3870,7,August,Sinomach,100,,,Energy,Alternative,East Asia,1,MNG,1
1099,Mongolia,13,2017,3870,7,March,Tebian Electric Apparatus,120,,,Energy,Unspecified,East Asia,1,MNG,1
1100,Mongolia,13,2018,4190,9,April,Henan Senyuan,180,,,Energy,Coal,East Asia,1,MNG,1
1101,Mongolia,13,2018,4190,9,August,China Railway Engineering,140,,,Transport,Autos,East Asia,1,MNG,1
1102,Mongolia,13,2019,5410,13,April,State Construction Engineering,220,,,Transport,Autos,East Asia,1,MNG,1
1103,Mongolia,13,2019,5410,13,April,Sinosteel,570,,Tsetsens,Energy,Coal,East Asia,1,MNG,1
1104,Mongolia,13,2019,5410,13,February,"China Railway Engineering, Beijing Construction Engineering",270,,,Utilities,Unspecified,East Asia,1,MNG,1
1105,Mongolia,13,2019,5410,13,January,Minmetals,160,,,Transport,Autos,East Asia,1,MNG,1
1106,Uzbekistan,13,2014,660,2,August,"Sinomach, China National Chemical Engineering",480,,Uzkhimprom,Chemicals,Unspecified,West Asia,1,UZB,1
1107,Uzbekistan,13,2014,660,2,August,China Poly,180,,Uzkhimprom,Agriculture,Unspecified,West Asia,1,UZB,1
1108,Uzbekistan,13,2016,810,3,December,China Singyes,150,,,Energy,Alternative,West Asia,1,UZB,1
1109,Uzbekistan,13,2017,1380,7,January,Ming Yuan Silu,110,100%,,Real estate,Construction,West Asia,1,UZB,1
1110,Uzbekistan,13,2017,1380,7,November,China National Building Material,160,,,Real estate,Construction,West Asia,1,UZB,1
1111,Uzbekistan,13,2017,1380,7,November,Power Construction Corp,110,,,Energy,Hydro,West Asia,1,UZB,1
1112,Uzbekistan,13,2017,1380,7,December,CNPC,190,50%,Uzbekneftegaz,Energy,Gas,West Asia,1,UZB,1
1113,Uzbekistan,13,2018,1580,8,November,Jiangsu Hengyuan,200,100%,,Real estate,Construction,West Asia,1,UZB,1
1114,Uzbekistan,13,2019,1980,11,November,Minmetals,110,,,Real estate,Construction,West Asia,1,UZB,1
1115,Uzbekistan,13,2019,1980,11,May,Huaxin Cement,150,100%,,Real estate,Construction,West Asia,1,UZB,1
1116,Uzbekistan,13,2019,1980,11,April,Anhui Conch,140,,,Real estate,Construction,West Asia,1,UZB,1
1117,Uzbekistan,13,2020,2200,13,December,Power Construction Corp-led Unit,120,,,Energy,Alternative,West Asia,1,UZB,1
1118,Uzbekistan,13,2020,2200,13,April,China Railway Construction,100,,,Transport,Autos,West Asia,1,UZB,1
1119,Ecuador,12,2014,2420,3,September,Power Construction Corp,140,,,Transport,Autos,South America,1,ECU,1
1120,Ecuador,12,2014,2420,3,February,Power Construction Corp,240,,Hidorequinoccio,Energy,Hydro,South America,1,ECU,1
1121,Ecuador,12,2014,2420,3,June,"China Railway Construction, China Nonferrous",2040,,Mirador,Metals,Copper,South America,1,ECU,1
1122,Ecuador,12,2015,2840,5,November,China Energy Engineering,200,,,Real estate,Construction,South America,1,ECU,1
1123,Ecuador,12,2015,2840,5,September,Sinomach,220,,,Real estate,Construction,South America,1,ECU,1
1124,Ecuador,12,2016,3670,9,November,China Railway Engineering,100,,,Health,Unspecified,South America,1,ECU,1
1125,Ecuador,12,2016,3670,9,June,Three Gorges,110,,,Utilities,Unspecified,South America,1,ECU,1
1126,Ecuador,12,2016,3670,9,March,China Communications Construction,520,,,Transport,Autos,South America,1,ECU,1
1127,Ecuador,12,2016,3670,9,February,Power Construction Corp,100,,,Health,Unspecified,South America,1,ECU,1
1128,Ecuador,12,2018,4740,11,January,Sinopec,150,,Petroamazonas,Energy,Oil,South America,1,ECU,1
1129,Ecuador,12,2018,4740,11,July,China Railway Construction,920,,Mirador,Metals,Copper,South America,1,ECU,1
1130,Ecuador,12,2019,5160,12,December,China Railway Construction,420,,,Transport,Autos,South America,1,ECU,1
1131,Congo,12,2013,1150,1,November,Evergreen,1150,,,Chemicals,Unspecified,Sub-Saharan Africa,1,COG,1
1132,Congo,12,2014,3890,9,February,China Nonferrous,150,100%,,Metals,Copper,Sub-Saharan Africa,1,COG,1
1133,Congo,12,2014,3890,9,February,State Construction Engineering,520,,,Entertainment,Unspecified,Sub-Saharan Africa,1,COG,1
1134,Congo,12,2014,3890,9,February,Sinomach,130,,,Transport,Autos,Sub-Saharan Africa,1,COG,1
1135,Congo,12,2014,3890,9,March,Sinomach,250,,,Utilities,Unspecified,Sub-Saharan Africa,1,COG,1
1136,Congo,12,2014,3890,9,March,State Construction Engineering,680,,,Transport,Autos,Sub-Saharan Africa,1,COG,1
1137,Congo,12,2014,3890,9,April,Sinoma,180,,,Real estate,Construction,Sub-Saharan Africa,1,COG,1
1138,Congo,12,2014,3890,9,May,China Communications Construction,240,,,Transport,Autos,Sub-Saharan Africa,1,COG,1
1139,Congo,12,2014,3890,9,June,State Construction Engineering,590,,Brazzaville Comercial Center,Real estate,Construction,Sub-Saharan Africa,1,COG,1
1140,Congo,12,2016,6490,11,July,Sino Great Wall,300,,Banque Congolaise de l'Habitat,Real estate,Construction,Sub-Saharan Africa,1,COG,1
1141,Congo,12,2016,6490,11,February,China Communications Construction,2300,,,Transport,Shipping,Sub-Saharan Africa,1,COG,1
1142,Congo,12,2018,6710,12,February,"Hanrui Cobalt, Qingyuan Keweike Mineral ",220,100%,,Metals,Unspecified,Sub-Saharan Africa,1,COG,1
1143,Turkey,12,2014,320,1,April,ICBC,320,76%,Tekstil Bankasi,Finance,Banking,West Asia,1,TUR,1
1144,Turkey,12,2015,1880,5,February,Sinomach,380,75%,OEDAS and OEPSAS,Energy,Unspecified,West Asia,1,TUR,1
1145,Turkey,12,2015,1880,5,May,Sinoma,160,,Limak Holdings,Real estate,Construction,West Asia,1,TUR,1
1146,Turkey,12,2015,1880,5,May,Sinoma,100,,Votorantim Cimento,Real estate,Construction,West Asia,1,TUR,1
1147,Turkey,12,2015,1880,5,September,"China Merchants, CIC, China Ocean Shipping",920,65%,Fina Liman,Logistics,Unspecified,West Asia,1,TUR,1
1148,Turkey,12,2016,2750,8,January,Dongfang Electric,660,,Hattat,Energy,Coal,West Asia,1,TUR,1
1149,Turkey,12,2016,2750,8,December,ZTE,100,48%,Netas,Technology,Telecom,West Asia,1,TUR,1
1150,Turkey,12,2016,2750,8,May,Bank of China,110,100%,,Finance,Banking,West Asia,1,TUR,1
1151,Turkey,12,2017,3840,9,November,Power Construction Corp,1090,,Teyo,Energy,Coal,West Asia,1,TUR,1
1152,Turkey,12,2019,5960,12,September,"State Power Investment, AVIC",1320,79%,,Energy,Coal,West Asia,1,TUR,1
1153,Turkey,12,2019,5960,12,December,China Merchants-led consortium,690,,,Transport,Autos,West Asia,1,TUR,1
1154,Turkey,12,2019,5960,12,November,China Electronics Technology,110,,Kaylon,Energy,Alternative,West Asia,1,TUR,1
1155,Nepal,11,2014,320,2,January,Three Gorges,100,,,Energy,Hydro,West Asia,1,NPL,1
1156,Nepal,11,2014,320,2,October,Sinomach,220,,,Transport,Aviation,West Asia,1,NPL,1
1157,Nepal,11,2015,970,5,November,China Railway Engineering,110,,,Agriculture,Unspecified,West Asia,1,NPL,1
1158,Nepal,11,2015,970,5,August,Sinoma,290,,Dangote,Real estate,Construction,West Asia,1,NPL,1
1159,Nepal,11,2015,970,5,July,Hongshi,250,70%,Shiva Cement,Real estate,Construction,West Asia,1,NPL,1
1160,Nepal,11,2017,1320,6,May,Power Construction Corp,350,,,Transport,Autos,West Asia,1,NPL,1
1161,Nepal,11,2018,1930,10,October,Power Construction Corp,170,,,Energy,Hydro,West Asia,1,NPL,1
1162,Nepal,11,2018,1930,10,November,State Construction Engineering,150,,,Transport,Autos,West Asia,1,NPL,1
1163,Nepal,11,2018,1930,10,March,Dongfang Electric,150,,SPL,Energy,Hydro,West Asia,1,NPL,1
1164,Nepal,11,2018,1930,10,January,Huaxin Cement,140,100%,,Real estate,Construction,West Asia,1,NPL,1
1165,Nepal,11,2019,2100,11,February,"ZTE, China Telecom",170,,,Technology,Telecom,West Asia,1,NPL,1
1166,Poland,11,2013,190,1,December,Sinomach,190,,Boska,Energy,Alternative,Europe,1,POL,1
1167,Poland,11,2014,390,2,August,Ex-Im Bank,200,50%,,Energy,Alternative,Europe,1,PNH,1
1168,Poland,11,2015,730,3,December,Three Gorges,340,49%,EDP,Energy,Alternative,Europe,1,PNH,1
1169,Poland,11,2016,870,4,June,Everbright,140,,Novago,Utilities,Unspecified,Europe,1,POL,1
1170,Poland,11,2017,1230,7,March,Shanghai Inesa,110,100%,Konsalnet,Other,Unspecified,Europe,1,PNH,1
1171,Poland,11,2017,1230,7,March,Power Construction Corp,150,,Chelm,Energy,Unspecified,Europe,1,POL,1
1172,Poland,11,2017,1230,7,August,Hongbo Group,100,100%,,Other,Consumer,Europe,1,PNH,1
1173,Poland,11,2019,1520,9,November,Power Construction Corp,190,,,Transport,Autos,Europe,1,PNH,1
1174,Poland,11,2019,1520,9,September,Yifan Pharmaceuticals,100,32%,Bioton,Health,Unspecified,Europe,1,PNH,1
1175,Poland,11,2020,2150,11,August,Power Construction Corp,530,,,Transport,Rail,Europe,1,PNH,1
1176,Poland,11,2020,2150,11,February,China National Building Material,100,,,Energy,Alternative,Europe,1,HRV,1
1177,Qatar,10,2014,560,3,June,China Communications Construction,170,,,Utilities,Unspecified,Arab Middle East and North Africa,1,QAT,1
1178,Qatar,10,2014,560,3,September,Power Construction Corp,220,,,Utilities,Unspecified,Arab Middle East and North Africa,1,QAT,1
1179,Qatar,10,2014,560,3,May,China Communications Construction,170,,,Transport,Shipping,Arab Middle East and North Africa,1,QAT,1
1180,Qatar,10,2015,1740,4,November,Power Construction Corp,1180,,,Utilities,Unspecified,Arab Middle East and North Africa,1,QAT,1
1181,Qatar,10,2016,2850,7,November,China Railway Construction,340,45%,HBK Contracting,Entertainment,Unspecified,Arab Middle East and North Africa,1,QAT,1
1182,Qatar,10,2016,2850,7,June,China National Offshore Oil,110,,Qatar Petroleum,Energy,Gas,Arab Middle East and North Africa,1,QAT,1
1183,Qatar,10,2016,2850,7,March,China Energy Engineering,660,,,Utilities,Unspecified,Arab Middle East and North Africa,1,QAT,1
1184,Qatar,10,2018,3080,8,April,Sino Great Wall,230,,,Real estate,Construction,Arab Middle East and North Africa,1,QAT,1
1185,Qatar,10,2020,3830,10,June,China Railway Construction,290,,,Real estate,Construction,Arab Middle East and North Africa,1,QAT,1
1186,Qatar,10,2020,3830,10,February,Power Construction Corp,460,,Marubeni and Total,Energy,Alternative,Arab Middle East and North Africa,1,QAT,1
1187,Papua New Guinea,10,2013,170,1,October,Sinomach,170,,,Transport,Autos,East Asia,1,PNG,1
1188,Papua New Guinea,10,2014,420,2,June,State Construction Engineering,250,,,Real estate,Construction,East Asia,1,PNG,1
1189,Papua New Guinea,10,2015,820,4,August,China Communications Construction,100,,,Transport,Autos,East Asia,1,PNG,1
1190,Papua New Guinea,10,2015,820,4,May,Zijin Mining,300,50%,Barrick Niugini,Metals,Unspecified,East Asia,1,PNG,1
1191,Papua New Guinea,10,2016,1130,6,July,State Construction Engineering,180,,EDA RANU,Utilities,Unspecified,East Asia,1,PNG,1
1192,Papua New Guinea,10,2016,1130,6,August,China Railway Engineering,130,,,Real estate,Construction,East Asia,1,PNG,1
1193,Papua New Guinea,10,2017,2840,9,June,China Energy Engineering,480,,,Energy,Gas,East Asia,1,PNG,1
1194,Papua New Guinea,10,2017,2840,9,April,Minmetals,350,,,Real estate,Construction,East Asia,1,PNG,1
1195,Papua New Guinea,10,2017,2840,9,January,"Shenzhen Energy, Power Construction Corp",880,,,Energy,Hydro,East Asia,1,PNG,1
1196,Papua New Guinea,10,2018,3040,10,August,Huawei,200,,,Technology,Telecom,East Asia,1,PNG,1
1197,Venezuela,10,2014,2820,4,December,CITIC,760,,,Real estate,Construction,South America,1,VEN,1
1198,Venezuela,10,2014,2820,4,August,Dongfang Electric,1080,,Corpoelec,Energy,Hydro,South America,1,VEN,1
1199,Venezuela,10,2014,2820,4,April,Chinalco,500,,Venalum,Metals,Aluminum,South America,1,VEN,1
1200,Venezuela,10,2014,2820,4,February,Power Construction Corp,480,80%,Camargo Correa,Transport,Autos,South America,1,VEN,1
1201,Venezuela,10,2015,5940,6,January,China Energy Engineering,1620,,,Energy,Unspecified,South America,1,VEN,1
1202,Venezuela,10,2015,5940,6,April,Power Construction Corp,1500,,PDVSA,Energy,Coal,South America,1,VEN,1
1203,Venezuela,10,2016,7530,8,July,CITIC,130,,,Utilities,Unspecified,South America,1,VEN,1
1204,Venezuela,10,2016,7530,8,November,CNPC,1460,,PDVSA,Energy,Oil,South America,1,VEN,1
1205,Venezuela,10,2018,8140,10,September,CNPC,360,10%,PDVSA,Energy,Oil,South America,1,VEN,1
1206,Venezuela,10,2018,8140,10,July,China Development Bank,250,,PDVSA,Energy,Oil,South America,1,VEN,1
1207,Ukraine,10,2016,180,1,November,China National Building Material,180,,Activ Solar,Energy,Alternative,Europe,1,UKR,1
1208,Ukraine,10,2017,280,2,October,Xinjiang Communications Construction,100,,,Transport,Autos,Europe,1,UKR,1
1209,Ukraine,10,2018,1630,6,April,Sinomach,210,,DTEK,Energy,Alternative,Europe,1,UKR,1
1210,Ukraine,10,2018,1630,6,September,Power Construction Corp,340,,NBT,Energy,Alternative,Europe,1,UKR,1
1211,Ukraine,10,2018,1630,6,December,Dongfang Electric,680,,Donbasenergo,Energy,Coal,Europe,1,UKR,1
1212,Ukraine,10,2018,1630,6,April,Xinjiang Beiken Energy Engineering,120,,UkrGas,Energy,Gas,Europe,1,UKR,1
1213,Ukraine,10,2019,3040,9,March,China Energy Engineering,150,,,Energy,Alternative,Europe,1,UKR,1
1214,Ukraine,10,2019,3040,9,June,Power Construction Corp,140,,Scatec,Energy,Alternative,Europe,1,UKR,1
1215,Ukraine,10,2019,3040,9,October,State Grid,1120,,NBT,Energy,Alternative,Europe,1,UKR,1
1216,Ukraine,10,2020,3280,10,March,China Energy Engineering,240,,Cindrigo,Energy,Alternative,Europe,1,UKR,1
1217,Cameroon,10,2015,2160,5,October,China Unicom,490,,Camtel,Technology,Telecom,Sub-Saharan Africa,1,CMR,1
1218,Cameroon,10,2015,2160,5,August,Sinoma,120,,Dangote,Real estate,Construction,Sub-Saharan Africa,1,CMR,1
